Customer ID,Count,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,Satisfication Score,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn_Category
0523-VNGTF,NaN,Female,40,No,No,NaN,No,NaN,United States,California,Jamestown,95327,"37.84771, -120.486589",37.84771,-120.486589,NaN,Q3,No,0,16,None,Yes,40.76,No,Yes,Fiber Optic,7,No,Yes,Yes,No,No,Yes,NaN,Yes,Month-to-Month,Yes,NaN,93.2,1573.7,35.7,0,652.16,2190.16,0
0599-XNYDO,1,Female,56,No,NaN,No,No,0,NaN,NaN,Chico,95926,"39.745712, -121.84333",39.745712,-121.84333,NaN,Q3,No,0,9,None,NaN,43.83,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.5,150.35,0,0,394.47,544.82,0
1608-GMEWB,1,Male,54,No,No,No,NaN,0,United States,California,Adin,NaN,"41.171578, -120.913161",41.171578,-120.913161,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
0840-DCNZE,1,Male,46,No,No,NaN,NaN,0,United States,California,NaN,95686,"38.157794, -121.520223",NaN,-121.520223,NaN,Q3,No,0,36,None,Yes,NaN,Yes,Yes,Fiber Optic,NaN,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.9,3067.2,0,NaN,887.76,3954.96,1
4957-SREEC,1,Female,45,No,No,No,Yes,2,United States,California,Escalon,95320,"37.818543, -121.006907",37.818543,-121.006907,4,Q3,No,0,18,Offer D,Yes,30.22,Yes,No,None,0,No,No,No,NaN,No,No,No,No,Two Year,No,Credit Card,25.3,454.65,0,0,543.96,998.61,0
2833-SLKDQ,1,NaN,76,No,Yes,No,No,0,United States,California,Compton,90222,"33.912246, -118.236773",NaN,-118.236773,3,Q3,No,0,2,None,Yes,32.98,NaN,Yes,Fiber Optic,14,No,Yes,No,No,Yes,No,NaN,Yes,Two Year,Yes,Bank Withdrawal,83.8,163.7,0,0,65.96,229.66,4
1304-SEGFY,1,Male,42,No,No,No,No,0,United States,California,Helm,93627,NaN,36.520537,-120.118055,5,NaN,No,0,22,Offer D,Yes,10.36,No,No,None,0,No,NaN,No,NaN,NaN,No,NaN,No,NaN,No,Credit Card,20.3,475.1,0,NaN,227.92,703.02,0
8894-JVDCV,1,Male,38,No,No,Yes,Yes,2,United States,California,Alamo,94507,"37.855717, -121.994813",37.855717,-121.994813,NaN,Q3,Yes,1,69,None,NaN,42.9,NaN,NaN,Fiber Optic,24,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,NaN,106.35,NaN,0,0,2960.1,10221.85,3
2262-SLNVK,1,Female,23,Yes,No,No,No,0,United States,California,Pinon Hills,NaN,"34.459322, -117.629729",34.459322,NaN,4,Q3,No,0,12,Offer D,Yes,49.25,Yes,Yes,DSL,47,No,NaN,No,NaN,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,75.85,854.45,0,0,591,1445.45,0
5688-KZTSN,1,Female,21,Yes,No,Yes,Yes,3,United States,California,Solana Beach,NaN,NaN,33.001813,-117.263628,NaN,Q3,Yes,4,51,Offer B,Yes,19.9,Yes,Yes,Fiber Optic,59,NaN,No,Yes,No,No,Yes,Yes,NaN,NaN,Yes,Bank Withdrawal,90.15,4554.85,0,0,1014.9,5569.75,0
0480-BIXDE,NaN,Male,71,No,NaN,Yes,No,0,United States,California,Chino,91710,"33.990646, -117.663025",33.990646,-117.663025,3,Q3,Yes,1,30,None,Yes,4.65,No,Yes,DSL,29,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.4,1527.5,0,0,NaN,NaN,0
1658-XUHBX,1,Female,NaN,NaN,No,Yes,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,Q3,Yes,2,54,None,Yes,8.83,Yes,Yes,Fiber Optic,21,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,NaN,Bank Withdrawal,NaN,5763.3,0,0,476.82,6240.12,0
3811-VBYBZ,1,Female,44,No,No,Yes,Yes,NaN,United States,California,Challenge,95925,"39.461768, -121.195825",NaN,-121.195825,5,Q3,Yes,1,67,Offer A,Yes,46.9,No,Yes,Cable,NaN,No,Yes,NaN,No,No,No,No,Yes,One Year,No,Credit Card,NaN,3431.75,0,0,3142.3,6574.05,1
0516-UXRMT,1,Female,50,No,NaN,NaN,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,Q3,Yes,6,67,NaN,Yes,17.72,Yes,Yes,Fiber Optic,NaN,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NaN,Yes,Credit Card,109.7,7344.45,0,0,1187.24,8531.69,0
2516-XSJKX,1,Female,48,No,NaN,No,No,0,United States,NaN,Topanga,90290,"34.115192, -118.61017",34.115192,-118.61017,2,Q3,No,0,1,None,Yes,NaN,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.2,20.2,0,0,43.52,63.72,5
4782-OSFXZ,1,Male,38,No,No,Yes,No,NaN,United States,California,San Clemente,92672,"33.429488, -117.609432",33.429488,NaN,5,Q3,Yes,7,8,None,Yes,22.34,No,No,None,0,No,No,No,NaN,No,No,No,No,Month-to-Month,Yes,NaN,19.55,161.15,0,0,178.72,339.87,0
5753-QQWPW,NaN,Male,64,NaN,No,NaN,Yes,1,United States,California,Culver City,90232,"34.019323, -118.391902",34.019323,-118.391902,5,Q3,Yes,2,23,NaN,Yes,24.22,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20,NaN,0,0,557.06,1002.36,0
4450-YOOHP,1,Female,68,No,Yes,No,No,0,United States,NaN,Irvine,92606,"33.703976, -117.824172",NaN,-117.824172,1,Q3,No,0,2,None,Yes,NaN,Yes,Yes,Fiber Optic,28,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,88.55,179.25,0,NaN,NaN,222.39,3
8189-HBVRW,1,Female,24,Yes,No,No,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,Q3,NaN,0,21,None,Yes,24.86,Yes,Yes,Fiber Optic,48,No,NaN,No,No,Yes,Yes,Yes,Yes,Month-to-Month,NaN,Credit Card,99.85,1992.55,0,0,522.06,NaN,0
7924-GJZFI,1,Male,58,No,No,No,No,0,United States,NaN,West Sacramento,95691,"38.627951, -121.593287",38.627951,-121.593287,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
7254-IQWOZ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Pacific Grove,93950,"36.618337, -121.926417",36.618337,-121.926417,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
6333-YDVLT,1,Female,52,NaN,No,NaN,No,0,United States,California,Los Angeles,90044,NaN,33.952714,-118.292061,NaN,Q3,Yes,8,70,None,NaN,29.38,Yes,Yes,DSL,23,Yes,Yes,No,No,Yes,No,No,No,Two Year,Yes,Credit Card,NaN,4872.35,0,80,2056.6,7008.95,0
5590-YRFJT,1,Female,76,No,NaN,Yes,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Q3,NaN,1,33,None,Yes,33.19,Yes,Yes,Cable,15,No,Yes,No,No,No,No,NaN,Yes,NaN,Yes,Bank Withdrawal,80.6,2656.5,0,0,1095.27,3751.77,0
0853-NWIFK,1,Female,35,No,No,Yes,Yes,1,NaN,California,Washington,95986,"39.34128, -120.786867",NaN,-120.786867,3,Q3,Yes,6,58,None,NaN,17.21,No,No,None,0,NaN,No,No,No,No,No,NaN,No,Two Year,No,Credit Card,20.3,1160.75,25.57,0,998.18,2133.36,0
4612-THJBS,1,Female,58,No,No,No,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
9391-DXGGG,1,Female,30,No,No,Yes,No,0,United States,California,Clipper Mills,95930,"39.562239, -121.14836",39.562239,-121.14836,3,Q3,Yes,5,23,Offer D,NaN,NaN,No,Yes,DSL,41,Yes,Yes,No,Yes,No,No,No,NaN,NaN,Yes,NaN,57.75,1282.85,0,0,296.24,1579.09,0
1183-CANVH,1,Male,42,No,No,No,No,0,United States,California,Point Arena,95468,"38.911299, -123.609588",38.911299,NaN,NaN,Q3,No,0,64,None,Yes,38.96,No,No,None,0,No,No,No,No,No,NaN,NaN,No,Two Year,No,Credit Card,19.55,1240.15,0,0,2493.44,3733.59,0
7663-ZTEGJ,1,Female,NaN,Yes,No,Yes,No,0,NaN,California,Temple City,91780,"34.101608, -118.055848",34.101608,-118.055848,NaN,Q3,Yes,3,53,NaN,Yes,41.82,Yes,Yes,Fiber Optic,69,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.8,5809.75,0,0,2216.46,8026.21,0
4690-PKDQG,NaN,Female,71,No,Yes,Yes,No,0,United States,California,Murrieta,92562,"33.548869, -117.334165",33.548869,NaN,3,Q3,No,0,59,None,Yes,19.14,Yes,Yes,Fiber Optic,13,Yes,Yes,NaN,NaN,No,No,No,No,One Year,Yes,Bank Withdrawal,94.05,5483.9,0,30,1129.26,6643.16,0
7299-GNVPL,NaN,Male,54,No,No,Yes,NaN,2,NaN,California,Galt,95632,"38.274451, -121.259201",38.274451,-121.259201,NaN,Q3,NaN,NaN,NaN,Offer A,NaN,14.54,Yes,No,NaN,0,No,No,No,No,No,No,No,NaN,Two Year,No,Credit Card,26.3,1688.9,0,0,974.18,2663.08,0
1936-UAFEH,1,Female,70,No,Yes,Yes,No,NaN,United States,California,Felton,95018,"37.089111, -122.062213",37.089111,NaN,3,Q3,Yes,6,60,Offer B,Yes,24.68,Yes,Yes,NaN,19,No,Yes,No,No,No,Yes,NaN,No,Two Year,No,Bank Withdrawal,89.45,5294.6,0,NaN,1480.8,6785.4,2
9554-DFKIC,1,Male,54,NaN,No,No,No,0,United States,California,San Diego,NaN,"32.85723, -117.209773",32.85723,-117.209774,3,Q3,No,0,5,Offer E,Yes,20.86,No,NaN,Fiber Optic,8,No,No,Yes,NaN,Yes,Yes,NaN,Yes,Month-to-Month,No,Bank Withdrawal,96.5,492.55,0,0,104.3,596.85,0
3489-VSFRD,1,Male,52,No,NaN,No,No,0,United States,NaN,San Diego,92109,"32.787836, -117.232361",32.787836,-117.232376,3,NaN,No,0,NaN,Offer A,Yes,20.44,Yes,Yes,Fiber Optic,NaN,NaN,Yes,No,NaN,Yes,Yes,NaN,Yes,One Year,Yes,Bank Withdrawal,104.7,NaN,0,0,1410.36,8630.71,1
7129-ACFOG,1,Female,46,No,No,No,No,0,United States,California,Long Beach,90804,"33.783047, -118.1486",NaN,-118.1486,3,Q3,No,0,36,None,No,0,No,Yes,Cable,9,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,NaN,Yes,Credit Card,53.1,1901.25,NaN,0,0,1901.25,0
4567-AKPIA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Coarsegold,93614,"37.212191, -119.749323",37.212191,NaN,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
2929-ERCFZ,1,Female,NaN,No,Yes,No,No,0,United States,California,San Francisco,94109,"37.794487, -122.42227",37.794487,-122.42227,4,Q3,No,0,15,None,Yes,1.67,Yes,Yes,Fiber Optic,21,No,NaN,No,NaN,Yes,NaN,No,NaN,One Year,No,Credit Card,89,1288.3,45.69,0,25.05,NaN,0
9415-TPKRV,1,Female,36,No,No,Yes,No,0,United States,NaN,NaN,NaN,"33.839989, -116.659215",33.839989,-116.659215,1,NaN,Yes,1,11,None,Yes,7.89,Yes,Yes,Fiber Optic,10,NaN,Yes,No,NaN,Yes,Yes,Yes,Yes,NaN,Yes,Bank Withdrawal,102,NaN,0,0,86.79,1232.14,0
7698-YFGEZ,1,Male,64,No,No,No,No,0,United States,California,Los Gatos,95033,"37.160194, -121.945611",37.160194,-121.945611,4,NaN,No,0,66,None,Yes,20.52,NaN,Yes,Cable,10,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,68.75,4447.55,0,0,1354.32,5801.87,0
4310-KEDTB,1,Female,50,No,No,No,No,0,United States,California,NaN,NaN,"34.115192, -118.61017",34.115192,-118.61017,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
8080-DDEMJ,1,Female,50,No,No,No,No,NaN,United States,California,Eldridge,95431,"38.348884, -122.51699",38.348884,-122.51699,NaN,Q3,No,0,1,None,Yes,3.84,No,Yes,NaN,2,No,No,Yes,No,No,No,No,Yes,NaN,No,Bank Withdrawal,NaN,NaN,0,0,3.84,77.34,0
6358-LYNGM,1,Female,53,No,No,NaN,No,NaN,United States,California,Clearlake,95422,"38.965804, -122.631779",38.965804,-122.631779,NaN,Q3,No,NaN,NaN,NaN,NaN,14.48,No,Yes,Fiber Optic,26,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.8,75.8,0,0,14.48,90.28,0
3733-LSYCE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Pleasant Hill,94523,"37.95338, -122.076886",37.95338,-122.076886,5,Q3,No,0,57,None,Yes,9.32,No,Yes,DSL,20,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,54.65,3134.7,NaN,0,531.24,3665.94,0
1866-OBPNR,1,NaN,36,No,No,No,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,Q3,No,0,15,None,Yes,23.56,No,No,None,0,NaN,No,NaN,No,No,No,No,No,One Year,No,Credit Card,19.65,270.6,0,0,353.4,624,0
9639-BUJXT,1,Female,33,NaN,No,No,No,0,United States,California,Los Angeles,90039,"34.110845, -118.259595",34.110845,-118.259595,5,Q3,No,0,40,None,Yes,8.36,NaN,NaN,None,NaN,No,No,NaN,No,No,No,No,No,Two Year,No,Mailed Check,20.15,804.85,NaN,0,334.4,1139.25,0
4826-XTSOH,1,Female,71,No,Yes,Yes,No,0,United States,NaN,Paramount,90723,"33.897122, -118.164432",NaN,-118.164432,NaN,Q3,Yes,NaN,72,NaN,Yes,NaN,Yes,NaN,DSL,6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,88.05,6425.65,0,0,1474.56,7900.21,1
4135-FRWKJ,1,Female,47,No,No,No,No,NaN,United States,California,Posey,93260,NaN,35.861928,-118.636698,4,Q3,No,0,57,None,Yes,NaN,Yes,Yes,Fiber Optic,7,No,Yes,No,Yes,No,Yes,Yes,NaN,One Year,No,Bank Withdrawal,94.7,5468.95,0,0,2219.58,7688.53,0
8180-AKMJV,1,Male,NaN,No,Yes,Yes,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,Q3,Yes,7,72,Offer A,Yes,5.27,No,Yes,DSL,9,Yes,Yes,Yes,NaN,Yes,No,No,No,Two Year,No,Bank Withdrawal,74.4,5360.75,0,140,NaN,5880.19,0
2811-POVEX,NaN,Female,30,No,No,No,No,0,United States,California,Newport Beach,92662,"33.606336, -117.893042",33.606336,-117.893042,NaN,Q3,No,NaN,54,Offer B,Yes,37.65,NaN,Yes,Fiber Optic,30,No,Yes,Yes,No,NaN,No,No,No,One Year,Yes,Bank Withdrawal,94.75,NaN,0,70,2033.1,7224.85,0
8481-YYXWG,NaN,Female,66,No,Yes,No,No,NaN,United States,California,Glenhaven,95443,"39.045246, -122.743181",39.045246,-122.743181,4,Q3,NaN,NaN,4,None,Yes,8.75,Yes,Yes,Fiber Optic,4,Yes,No,No,No,No,NaN,No,No,One Year,Yes,Bank Withdrawal,80.25,303.7,0,30,35,368.7,1
0238-WHBIQ,1,NaN,20,NaN,No,NaN,No,0,United States,California,Orange,92869,"33.792791, -117.789749",33.792791,-117.789749,1,Q3,NaN,0,3,Offer E,No,0,No,Yes,DSL,NaN,No,NaN,No,No,Yes,No,No,Yes,Month-to-Month,No,NaN,35.2,108.95,0,0,0,108.95,0
5067-DGXLL,1,NaN,30,No,No,Yes,Yes,2,NaN,California,Amboy,92304,NaN,34.559882,-115.637164,NaN,Q3,Yes,4,NaN,NaN,NaN,29.66,Yes,Yes,Fiber Optic,59,No,Yes,NaN,No,Yes,Yes,NaN,NaN,NaN,Yes,Credit Card,103.2,7362.9,45.38,0,2135.52,9453.04,0
8748-HFWBO,1,Male,55,No,No,No,Yes,1,United States,California,Roseville,NaN,"38.784329, -121.373245",38.784329,-121.373245,NaN,Q3,No,0,28,Offer C,Yes,34.43,No,NaN,DSL,NaN,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,54.4,1516.6,0,0,964.04,NaN,0
2599-CZABP,1,Female,NaN,No,No,Yes,Yes,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,Q3,Yes,9,38,None,NaN,NaN,NaN,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.2,746.05,0,0,1019.92,1765.97,0
6621-NRZAK,NaN,NaN,62,No,No,No,NaN,0,United States,California,Arcadia,91007,NaN,34.128284,-118.047732,5,Q3,No,0,5,None,Yes,29.75,No,Yes,Fiber Optic,6,No,No,No,NaN,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.65,NaN,0,NaN,148.75,548.2,5
6546-OPBBH,1,Female,38,NaN,No,Yes,NaN,0,United States,California,San Juan Bautista,95045,"36.810568, -121.503022",36.810568,NaN,3,NaN,NaN,NaN,NaN,None,NaN,12.16,No,Yes,DSL,9,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,NaN,81.25,580.1,47.36,0,85.12,617.86,1
4480-QQRHC,1,Female,38,No,No,Yes,No,0,United States,California,Comptche,95427,"39.239818, -123.565432",39.239818,-123.565432,1,Q3,NaN,1,NaN,Offer E,Yes,1.12,No,Yes,Fiber Optic,22,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,NaN,85.75,470.95,44.16,0,5.6,432.39,0
6686-YPGHK,1,Male,40,No,No,No,Yes,1,NaN,California,Burbank,91504,"34.213049, -118.317651",34.213049,-118.317651,2,NaN,No,0,1,None,Yes,NaN,No,Yes,NaN,11,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,84.6,NaN,NaN,0,26.85,111.45,0
1597-FZREH,1,Female,79,No,Yes,NaN,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,Q3,No,0,28,None,Yes,28.14,Yes,Yes,Fiber Optic,10,No,No,Yes,Yes,Yes,Yes,NaN,Yes,NaN,Yes,Bank Withdrawal,103.3,2890.65,0,0,787.92,3678.57,0
1921-KYSAY,1,Male,50,No,No,Yes,Yes,2,United States,California,Villa Park,92861,"33.817473, -117.810462",33.817473,-117.810462,4,Q3,NaN,6,30,NaN,Yes,12.49,Yes,Yes,NaN,NaN,Yes,No,No,No,No,No,No,Yes,Month-to-Month,NaN,Bank Withdrawal,54.45,NaN,0,0,NaN,1963.4,1
2403-BCASL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,NaN,95125,"37.294926, -121.894763",37.294926,NaN,3,Q3,No,0,NaN,None,No,0,No,Yes,NaN,48,No,NaN,No,No,Yes,Yes,Yes,NaN,One Year,Yes,Credit Card,44.85,893.55,0,NaN,0,893.55,0
0997-YTLNY,NaN,Female,35,No,No,Yes,No,0,United States,California,Half Moon Bay,94019,"37.45567, -122.407992",37.45567,-122.407992,3,Q3,Yes,NaN,65,Offer B,Yes,40.71,Yes,Yes,NaN,23,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.05,6914.95,0,NaN,2646.15,9621.1,0
9972-VAFJJ,1,Male,40,No,No,No,No,0,United States,California,San Diego,92117,NaN,32.825086,-117.199424,NaN,Q3,No,0,8,None,No,0,No,Yes,DSL,16,No,NaN,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,25.5,215.2,0,0,0,215.2,0
6769-DCQLI,1,Female,28,Yes,No,NaN,NaN,2,United States,California,Modesto,95355,"37.672906, -120.946594",NaN,-120.946594,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
4559-UWIHT,1,NaN,22,Yes,No,No,No,0,United States,California,NaN,93530,"36.560498, -117.962461",36.560498,-117.962461,4,Q3,No,0,3,None,Yes,3.12,No,No,None,0,No,No,No,No,No,No,No,No,NaN,No,Credit Card,19.85,57.2,0,0,NaN,66.56,0
4283-FUTGF,1,Female,64,No,No,Yes,Yes,3,NaN,California,Pomona,91766,"34.042286, -117.756106",34.042286,-117.756106,NaN,Q3,Yes,1,72,Offer A,NaN,39.3,Yes,No,None,NaN,No,No,No,No,No,No,No,No,Two Year,NaN,Bank Withdrawal,NaN,1787.35,0,0,2829.6,4616.95,0
3663-MITLP,1,Male,19,Yes,No,Yes,Yes,3,United States,California,Oakland,NaN,"37.739113, -122.175602",37.739113,-122.175602,4,Q3,Yes,6,62,Offer B,NaN,NaN,NaN,Yes,Fiber Optic,59,Yes,Yes,No,No,Yes,NaN,Yes,Yes,One Year,Yes,Credit Card,94.95,5791.85,NaN,0,977.12,6768.97,5
5902-WBLSE,1,Female,54,No,NaN,No,No,0,United States,California,Hornbrook,96044,"41.962127, -122.527696",41.962127,-122.527696,3,Q3,No,0,13,Offer D,Yes,10.66,No,Yes,DSL,NaN,Yes,NaN,No,No,NaN,Yes,Yes,Yes,NaN,Yes,Bank Withdrawal,71.95,923.85,10.47,0,138.58,1051.96,0
9306-CPCBC,1,Male,59,No,No,Yes,Yes,3,NaN,California,Applegate,95703,"38.983388, -120.988814",38.983388,-120.988814,NaN,Q3,Yes,4,38,None,Yes,31.45,NaN,Yes,DSL,76,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,74.05,2802.3,NaN,0,1195.1,NaN,1
1942-OQFRW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,Q3,Yes,1,32,Offer C,Yes,33.57,Yes,Yes,Fiber Optic,NaN,Yes,No,No,NaN,Yes,Yes,Yes,No,Month-to-Month,Yes,Credit Card,99.55,3204.65,35.82,NaN,NaN,4353.07,0
6967-PEJLL,1,Male,66,No,Yes,No,No,0,United States,California,Los Angeles,90045,"33.954017, -118.402447",33.954017,-118.402447,5,Q3,No,0,62,None,Yes,47.8,NaN,Yes,Fiber Optic,8,NaN,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,NaN,110.75,7053.35,0,0,2963.6,10016.95,0
6127-IYJOZ,1,Female,31,No,No,Yes,Yes,2,United States,California,Los Angeles,90043,"33.988543, -118.334081",33.988543,-118.334081,NaN,NaN,Yes,10,20,None,Yes,14.79,No,No,NaN,0,No,No,No,No,No,NaN,No,No,Month-to-Month,No,Credit Card,20.05,406.05,NaN,0,295.8,701.85,1
7665-VIGUD,1,NaN,30,No,NaN,No,NaN,0,United States,California,Fellows,93224,"35.215731, -119.57013",NaN,-119.57013,2,Q3,NaN,0,3,Offer E,Yes,47.51,Yes,NaN,Fiber Optic,85,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,220.6,0,0,NaN,363.13,0
6916-HIJSE,1,Male,31,No,No,No,No,0,United States,California,Marina Del Rey,NaN,"33.977468, -118.445475",33.977468,-118.445475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4
2984-RGEYA,1,Male,28,Yes,No,Yes,Yes,1,United States,California,Sacramento,95833,"38.619049, -121.517552",38.619049,-121.517552,5,NaN,Yes,5,1,None,Yes,42.99,NaN,Yes,Fiber Optic,59,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,NaN,74.6,74.6,0,0,42.99,117.59,0
2748-MYRVK,1,NaN,NaN,NaN,NaN,No,No,0,United States,California,Clovis,93611,"36.917652, -119.593757",36.917652,-119.593757,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
0164-APGRB,1,Female,34,No,No,No,No,0,United States,California,Columbia,95310,NaN,38.085839,-120.37855,NaN,Q3,No,0,5,Offer E,Yes,24.32,No,Yes,Cable,22,Yes,No,No,Yes,No,No,No,No,Month-to-Month,No,Credit Card,53.85,259.8,22.96,10,121.6,368.44,0
2446-PLQVO,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,NaN,NaN,"37.946617, -122.563571",37.946617,-122.563571,3,NaN,NaN,0,14,None,NaN,NaN,No,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,90.45,1266.1,0,0,158.34,1424.44,0
9158-VCTQB,1,Female,NaN,Yes,No,No,No,0,United States,California,Keeler,93530,"36.560498, -117.962461",36.560498,-117.962461,3,Q3,No,0,14,None,Yes,36.22,No,Yes,Cable,59,Yes,No,No,No,No,No,No,NaN,Month-to-Month,NaN,Bank Withdrawal,50.1,709.5,NaN,0,507.08,1216.58,0
9470-XCCEM,1,Female,44,No,No,Yes,Yes,2,United States,California,Menifee,92584,"33.653338, -117.178271",NaN,-117.178271,NaN,Q3,Yes,3,52,NaN,NaN,9.87,No,No,None,0,No,NaN,No,No,NaN,No,No,No,Two Year,No,Credit Card,19.35,1031.7,0,0,513.24,1544.94,0
3258-ZKPAI,1,Male,28,Yes,No,Yes,No,0,United States,California,Oxnard,93035,"34.18454, -119.224666",34.18454,-119.224666,1,Q3,NaN,1,23,None,NaN,NaN,No,NaN,Fiber Optic,NaN,Yes,No,No,NaN,Yes,Yes,Yes,Yes,NaN,Yes,Bank Withdrawal,99.85,2331.3,0,0,872.85,3204.15,2
