Customer_ID,Count,Gender,Age,Under_30,Senior_Citizen,Married,Dependents,Number_of_Dependents,Country,State,City,Zip_Code,Lat_Long,Latitude,Longitude,Satisfication_Score,Quarter,Referred_a_Friend,Number_of_Referrals,Tenure_in_Months,Offer,Phone_Service,Avg_Monthly_Long_Distance_Charges,Multiple_Lines,Internet_Service,Internet_Type,Avg_Monthly_GB_Download,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Tech_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Churn_Category,,,,Churn_Category,Monthly_Charge
8232-CTLKO,1,NaN,NaN,No,No,NaN,No,0,United States,California,San Diego,92104,"32.741499, -117.127409",32.741499,-117.127409,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
4124-MMETB,1,NaN,69,No,Yes,Yes,No,NaN,United States,California,Herald,95638,"38.313447, -121.123886",38.313447,-121.123886,3,Q3,Yes,1,50,None,Yes,4.6,No,NaN,Cable,24,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.05,3444.85,0,0,230,3674.85,5,,,,5,71.05
7580-UGXNC,1,Female,67,NaN,Yes,No,No,0,United States,California,Sacramento,95817,NaN,38.550722,-121.457314,3,Q3,No,0,6,Offer E,Yes,2.03,No,No,None,NaN,No,No,No,No,NaN,No,No,No,Two Year,No,Bank Withdrawal,19.5,106.8,NaN,0,12.18,NaN,0,,,,0,19.5
5813-UECBU,NaN,Female,35,No,No,Yes,No,0,United States,California,Sunnyvale,94087,"37.3511, -122.037311",37.3511,-122.037311,4,Q3,NaN,1,56,Offer B,Yes,34.1,No,Yes,Fiber Optic,13,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,105.6,6068.65,0,0,1909.6,7978.25,0,,,,0,105.6
2141-RRYGO,1,NaN,53,No,No,No,No,0,United States,California,Foresthill,95631,"39.031876, -120.811141",39.031876,-120.811141,3,Q3,No,NaN,NaN,None,Yes,48.21,No,Yes,Fiber Optic,NaN,No,Yes,NaN,NaN,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,95.3,2192.9,NaN,0,NaN,3301.73,0,,,,0,95.3
1360-RCYRT,1,Female,45,No,No,Yes,No,0,United States,California,San Diego,92124,NaN,32.827238,-117.089287,4,Q3,Yes,9,56,None,Yes,20.53,Yes,Yes,Fiber Optic,19,No,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,99.75,5608.4,0,0,1149.68,6758.08,0,,,,0,99.75
1302-UHBDD,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Hermosa Beach,NaN,"33.86532, -118.396336",33.86532,-118.396336,3,NaN,No,0,20,Offer D,Yes,45.39,No,Yes,Fiber Optic,24,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,78.8,1641.3,0,NaN,907.8,NaN,0,,,,0,78.8
1169-SAOCL,1,Male,27,Yes,No,Yes,Yes,2,United States,California,San Diego,92110,"32.76501, -117.19938",32.76501,NaN,NaN,Q3,NaN,7,49,None,Yes,36.08,Yes,Yes,Fiber Optic,59,No,NaN,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,93.65,NaN,33.13,0,1767.92,6254.94,0,,,,0,93.65
7495-OOKFY,NaN,Male,37,No,No,Yes,Yes,2,United States,California,San Dimas,91773,"34.102119, -117.815532",34.102119,-117.815532,4,NaN,Yes,5,2,Offer E,Yes,7.27,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,NaN,NaN,NaN,0,0,14.54,54.79,0,,,,0,NaN
5839-SUYVZ,1,Female,80,No,Yes,No,No,NaN,United States,California,Malibu,90263,"34.037037, -118.705803",34.037037,NaN,3,Q3,No,0,2,Offer E,Yes,31.91,No,Yes,Cable,30,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.6,NaN,0,0,NaN,NaN,4,,,,4,79.6
6188-UXBBR,1,Female,NaN,No,No,Yes,No,0,NaN,California,San Diego,92126,"32.886925, -117.152162",32.886925,NaN,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,,,,1,NaN
2200-DSAAL,NaN,Male,60,No,No,Yes,No,0,United States,California,Orange,NaN,"33.828779, -117.848299",33.828779,-117.848299,NaN,Q3,Yes,1,67,NaN,Yes,21.71,NaN,Yes,Fiber Optic,30,No,Yes,Yes,NaN,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.3,7567.2,36.66,0,1454.57,8985.11,0,,,,0,111.3
4678-DVQEO,1,Male,NaN,No,No,Yes,NaN,3,United States,NaN,NaN,95445,"38.848082, -123.50608",38.848082,-123.50608,5,Q3,Yes,NaN,51,None,Yes,9.5,Yes,Yes,Fiber Optic,51,No,Yes,No,Yes,No,No,No,NaN,One Year,No,Bank Withdrawal,84.2,4299.75,39.68,0,484.5,4744.57,0,,,,0,84.2
6005-OBZPH,1,Male,29,Yes,No,No,Yes,1,United States,California,NaN,91325,"34.236683, -118.517588",34.236683,-118.517588,5,Q3,No,0,1,None,Yes,7.57,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.75,20.75,0,0,7.57,28.32,0,,,,0,20.75
9795-SHUHB,1,Male,68,No,Yes,Yes,NaN,0,United States,California,Chula Vista,91915,"32.605012, -116.97595",32.605012,-116.97595,NaN,Q3,Yes,NaN,71,None,Yes,30.59,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,No,NaN,Month-to-Month,Yes,Bank Withdrawal,107.5,7713.55,0,140,2171.89,NaN,0,,,,0,107.5
9356-AXGMP,1,Male,71,No,Yes,Yes,No,0,United States,California,Downey,90241,"33.940884, -118.128628",33.940884,-118.128628,4,Q3,Yes,9,64,NaN,Yes,16.33,Yes,Yes,Fiber Optic,10,Yes,No,Yes,NaN,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,111.6,7099,0,0,1045.12,8144.12,0,,,,0,111.6
1245-HARPS,1,Male,30,No,No,No,No,0,United States,California,Redding,96001,"40.587919, -122.464732",40.587919,-122.464732,1,Q3,No,0,1,Offer E,Yes,28.7,No,Yes,Fiber Optic,69,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.65,69.65,0,0,28.7,98.35,2,,,,2,69.65
0078-XZMHT,1,Male,34,No,No,No,No,0,United States,NaN,Santa Monica,90401,"34.015481, -118.493231",NaN,-118.493231,5,Q3,No,0,38,Offer C,Yes,3.95,Yes,NaN,Fiber Optic,21,No,No,NaN,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,95,3605.6,0,0,NaN,3755.7,0,,,,0,95
8853-TZDGH,NaN,Male,66,NaN,Yes,Yes,No,0,United States,California,Kingsburg,93631,"36.478239, -119.52137",36.478239,-119.52137,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
9620-QJREV,1,Male,20,Yes,No,No,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Q3,No,0,11,None,NaN,0,No,Yes,DSL,73,No,Yes,No,Yes,No,No,NaN,Yes,Month-to-Month,NaN,Bank Withdrawal,NaN,425.1,0,0,0,425.1,0,,,,0,NaN
3113-IWHLC,NaN,Female,23,Yes,No,No,NaN,NaN,NaN,California,Clarksburg,95612,"38.384648, -121.578701",38.384648,-121.578701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,,,,2,NaN
3324-OIRTO,1,Female,41,No,No,Yes,Yes,3,NaN,California,Salton City,92275,NaN,NaN,-115.955541,5,Q3,Yes,NaN,5,None,Yes,NaN,NaN,No,None,0,No,No,NaN,No,No,No,No,No,Month-to-Month,Yes,Credit Card,24.3,NaN,0,0,33.5,165.75,0,,,,0,24.3
3570-YUEKJ,1,Female,64,No,No,NaN,No,0,NaN,California,Los Angeles,90058,"34.001617, -118.222274",34.001617,-118.222274,NaN,Q3,Yes,NaN,69,None,NaN,NaN,NaN,Yes,Cable,NaN,Yes,No,Yes,Yes,No,No,NaN,No,Two Year,NaN,Credit Card,64.15,4254.1,0,40,2751.72,7045.82,0,,,,0,64.15
7581-EBBOU,NaN,Male,27,Yes,No,Yes,No,0,United States,NaN,NaN,90069,"34.093781, -118.381061",34.093781,NaN,4,NaN,Yes,2,57,None,No,0,NaN,Yes,DSL,69,No,Yes,Yes,Yes,Yes,NaN,Yes,NaN,Two Year,Yes,Bank Withdrawal,NaN,3265.95,0,150,0,3415.95,0,,,,0,NaN
7750-EYXWZ,1,Female,80,No,Yes,Yes,No,0,NaN,California,NaN,92571,"33.828289, -117.201666",NaN,-117.201666,1,Q3,Yes,2,NaN,NaN,Yes,NaN,No,Yes,Cable,25,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,NaN,1929.35,0,NaN,189.54,2118.89,3,,,,3,NaN
5360-LJCNJ,1,Female,70,No,Yes,Yes,No,0,NaN,California,Monterey Park,91755,"34.049172, -118.115022",34.049172,-118.115022,3,Q3,NaN,1,72,None,Yes,24.44,Yes,Yes,DSL,13,Yes,Yes,Yes,Yes,Yes,Yes,NaN,NaN,Two Year,NaN,Credit Card,89.1,NaN,0,0,1759.68,8112.08,0,,,,0,89.1
7517-LDMPS,NaN,Female,58,NaN,No,No,No,0,United States,California,San Lorenzo,94580,"37.676249, -122.132415",37.676249,-122.132415,5,Q3,No,0,24,Offer C,Yes,42.66,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.6,NaN,0,0,1023.84,1629.09,0,,,,0,24.6
2592-SEIFQ,1,Female,49,No,No,No,NaN,0,United States,California,Oroville,95966,"39.473896, -121.415927",39.473896,-121.415927,NaN,Q3,No,0,2,Offer E,No,NaN,No,Yes,DSL,21,Yes,NaN,No,No,No,Yes,NaN,Yes,Month-to-Month,Yes,NaN,42.6,72.4,0,0,0,NaN,1,,,,1,42.6
3794-NFNCH,1,Male,50,No,No,Yes,Yes,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,Q3,Yes,2,59,None,Yes,41.19,No,NaN,None,0,No,No,No,No,NaN,No,No,No,Two Year,No,NaN,19.85,1188.25,0,NaN,2430.21,3618.46,0,,,,0,19.85
8920-NAVAY,1,Female,NaN,NaN,No,No,No,0,NaN,California,Heber,92249,"32.730583, -115.501083",32.730583,-115.501083,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
4674-HGNUA,1,Female,53,NaN,No,Yes,No,0,United States,California,Hesperia,92345,"34.361387, -117.337509",34.361387,-117.337509,3,Q3,Yes,7,72,NaN,NaN,17.28,Yes,Yes,DSL,11,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,82.65,5919.35,NaN,NaN,1244.16,7163.51,0,,,,0,82.65
2674-MLXMN,1,Female,NaN,No,No,No,No,0,United States,California,NaN,95360,"37.343846, -121.039391",37.343846,-121.039391,NaN,Q3,No,0,6,None,Yes,11.81,No,Yes,Fiber Optic,24,No,No,No,No,Yes,Yes,NaN,Yes,Month-to-Month,Yes,NaN,91.1,455.3,0,0,70.86,NaN,4,,,,4,91.1
8561-NMTBD,1,NaN,46,No,No,No,Yes,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,Q3,No,0,35,None,Yes,12.56,No,NaN,DSL,NaN,Yes,Yes,No,NaN,No,No,No,Yes,One Year,No,Credit Card,55.6,2016.45,0,0,439.6,2456.05,0,,,,0,55.6
6960-HVYXR,1,Female,47,No,NaN,No,No,NaN,United States,California,Pismo Beach,93449,"35.165668, -120.655842",35.165668,-120.655842,NaN,Q3,No,0,29,None,No,0,No,NaN,Cable,28,Yes,Yes,NaN,Yes,No,No,No,NaN,One Year,No,Credit Card,39.5,1082.75,0,0,0,1082.75,0,,,,0,39.5
0864-FVJNJ,1,Female,32,No,No,No,No,0,United States,NaN,Los Angeles,90022,"34.02381, -118.156582",34.02381,-118.156582,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
8395-ETZKQ,NaN,Male,53,No,No,No,No,0,United States,California,Escondido,92027,"33.141265, -116.967221",33.141265,NaN,3,Q3,No,0,32,None,Yes,6.2,Yes,NaN,Fiber Optic,25,Yes,No,No,Yes,No,No,NaN,No,Month-to-Month,No,Bank Withdrawal,87.65,NaN,47.87,NaN,198.4,NaN,0,,,,0,87.65
1544-JJMYL,1,Female,65,No,Yes,NaN,No,0,United States,NaN,NaN,91502,"34.177267, -118.31003",34.177267,-118.31003,1,Q3,NaN,NaN,35,None,Yes,15.98,Yes,NaN,NaN,22,Yes,Yes,No,Yes,Yes,NaN,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.5,3653.35,0,0,559.3,4212.65,3,,,,3,100.5
6317-YPKDH,1,Male,23,Yes,No,No,No,0,United States,California,Olancha,93549,"36.296851, -117.865469",NaN,-117.865469,3,Q3,No,0,NaN,None,Yes,35.28,No,Yes,NaN,NaN,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,71.35,71.35,NaN,0,35.28,106.63,3,,,,3,71.35
8305-VHZBZ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,San Quentin,94964,"37.942551, -122.491642",37.942551,-122.491642,NaN,Q3,Yes,8,56,Offer B,Yes,5.93,NaN,NaN,DSL,19,Yes,No,No,NaN,Yes,Yes,No,No,Two Year,Yes,Credit Card,72.6,4084.35,0,NaN,332.08,4556.43,0,,,,0,72.6
8205-VSLRB,1,Male,44,No,No,No,No,NaN,United States,California,San Diego,92121,"32.898613, -117.202937",32.898613,-117.202937,1,Q3,No,0,2,None,Yes,37.29,Yes,Yes,Cable,NaN,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,62.05,NaN,NaN,0,74.58,192.88,1,,,,1,62.05
0019-EFAEP,1,NaN,68,No,Yes,Yes,No,0,United States,California,Anaheim,NaN,NaN,33.807864,-117.923782,3,Q3,Yes,3,35,Offer C,Yes,20.44,Yes,Yes,Fiber Optic,18,Yes,Yes,No,NaN,NaN,Yes,No,Yes,One Year,Yes,Bank Withdrawal,94.55,3365.4,0,0,715.4,4080.8,0,,,,0,94.55
2821-WARNZ,1,Female,78,No,Yes,No,No,NaN,United States,California,San Rafael,94901,"37.972662, -122.491452",37.972662,-122.491452,3,Q3,No,0,NaN,Offer B,Yes,34,NaN,Yes,DSL,3,Yes,No,Yes,No,No,No,No,Yes,Two Year,NaN,Bank Withdrawal,59.85,3103.25,19.16,NaN,1768,4852.09,0,,,,0,59.85
2694-CIUMO,1,Male,38,No,No,NaN,Yes,NaN,United States,NaN,Volcano,95689,"38.481902, -120.603668",38.481902,-120.603668,4,Q3,Yes,4,67,Offer A,Yes,6.15,Yes,Yes,Fiber Optic,53,No,Yes,No,No,No,NaN,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,6373.1,0,0,412.05,6785.15,0,,,,0,89.55
9931-KGHOA,1,Female,61,NaN,NaN,No,No,NaN,United States,California,Carlsbad,92009,"33.098018, -117.258203",NaN,-117.258203,3,Q3,No,0,60,None,No,0,No,Yes,Cable,NaN,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,53.6,3237.05,0,0,0,3237.05,0,,,,0,53.6
0011-IGKFF,1,Male,42,No,No,No,No,0,United States,California,Fairfax,94930,NaN,37.971751,-122.611873,NaN,Q3,No,0,29,None,Yes,NaN,No,No,None,0,No,NaN,No,No,No,No,No,No,One Year,NaN,Credit Card,19.8,572.2,0,0,1337.48,1909.68,0,,,,0,19.8
0617-AQNWT,1,Male,19,Yes,No,Yes,No,0,United States,California,Garden Grove,92843,"33.764018, -117.931507",33.764018,-117.931507,4,Q3,Yes,1,63,None,Yes,13.45,Yes,Yes,DSL,69,NaN,NaN,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,83.5,5435,0,0,847.35,6282.35,0,,,,0,83.5
0859-YGKFW,1,Female,NaN,No,No,No,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Q3,No,0,14,Offer D,Yes,21.03,Yes,Yes,DSL,7,No,Yes,No,No,No,No,No,NaN,One Year,NaN,NaN,54.25,773.2,0,0,294.42,1067.62,0,,,,0,54.25
4826-DXMUP,1,Male,52,No,No,Yes,Yes,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,Q3,NaN,8,14,NaN,NaN,NaN,Yes,Yes,DSL,76,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,69.2,944.65,0,0,41.44,986.09,0,,,,0,69.2
1431-AIDJQ,NaN,NaN,34,No,No,NaN,NaN,0,United States,California,NaN,93015,"34.408161, -118.865111",34.408161,-118.865111,3,Q3,Yes,9,70,Offer A,Yes,8.28,Yes,Yes,NaN,5,Yes,No,Yes,NaN,No,Yes,NaN,Yes,Two Year,Yes,Credit Card,NaN,5315.8,0,0,579.6,5895.4,0,,,,0,NaN
3197-NNYNB,1,Male,37,No,No,No,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN,NaN,10,None,Yes,8.38,NaN,Yes,Fiber Optic,2,Yes,NaN,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.4,NaN,NaN,0,NaN,1165.25,1,,,,1,104.4
2990-HWIML,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,California,NaN,96007,NaN,40.448632,NaN,NaN,Q3,No,0,NaN,None,Yes,32.57,NaN,Yes,Fiber Optic,13,No,NaN,Yes,NaN,No,NaN,No,Yes,Month-to-Month,No,Bank Withdrawal,80.55,653.9,NaN,0,293.13,944.75,0,,,,0,80.55
1751-NCDLI,1,NaN,29,NaN,No,No,No,NaN,United States,California,Oceanside,92054,NaN,33.351059,-117.420557,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
7112-OPOTK,NaN,Male,25,Yes,No,Yes,No,0,United States,California,NaN,92553,"33.923149, -117.244933",33.923149,-117.244933,5,Q3,Yes,10,28,None,Yes,33.57,NaN,Yes,Fiber Optic,52,No,Yes,Yes,No,NaN,No,No,Yes,Month-to-Month,No,Credit Card,96.6,2684.35,0,0,939.96,NaN,0,,,,0,96.6
4009-ALQFH,1,Male,30,No,No,No,No,0,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424,2,Q3,No,0,5,NaN,Yes,NaN,Yes,Yes,Fiber Optic,59,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,NaN,75.9,357.75,0,0,234.4,592.15,1,,,,1,75.9
1089-XZWHH,1,Male,47,No,No,Yes,NaN,1,United States,California,Hayward,94541,"37.674002, -122.076796",NaN,-122.076796,5,Q3,No,0,25,NaN,Yes,18.87,NaN,No,None,0,No,No,NaN,No,NaN,No,No,No,One Year,No,NaN,19.9,505.45,0,0,471.75,977.2,0,,,,0,19.9
4320-QMLLA,1,Male,42,No,No,Yes,No,0,NaN,California,Sacramento,95829,"38.486502, -121.334051",38.486502,-121.334051,NaN,NaN,NaN,6,NaN,None,Yes,35.62,Yes,Yes,NaN,29,Yes,No,No,Yes,Yes,No,No,NaN,Month-to-Month,No,Credit Card,95.9,2234.95,0,0,783.64,3018.59,0,,,,0,95.9
6349-JDHQP,1,Male,NaN,No,Yes,No,No,0,United States,California,San Diego,92126,"32.886925, -117.152162",32.886925,-117.152162,NaN,Q3,No,0,12,None,NaN,21.89,Yes,Yes,Fiber Optic,NaN,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.45,1200.15,0,0,262.68,1462.83,1,,,,1,99.45
2737-YNGYW,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Elk Creek,NaN,"39.53222, -122.594879",39.53222,NaN,NaN,Q3,No,NaN,47,None,Yes,48.03,No,Yes,Fiber Optic,69,NaN,No,No,No,No,No,No,Yes,NaN,No,Credit Card,75.45,3545.1,0,0,2257.41,NaN,0,,,,0,75.45
1907-UBQFC,1,Female,58,NaN,No,No,No,0,United States,California,Felton,95018,"37.089111, -122.062213",37.089111,-122.062213,3,Q3,No,NaN,NaN,Offer D,Yes,NaN,No,No,None,NaN,No,NaN,No,NaN,No,No,No,No,Two Year,No,Credit Card,19.4,358.05,0,0,511.19,869.24,0,,,,0,19.4
6923-EFPNL,1,Female,36,No,No,Yes,No,0,United States,California,Los Angeles,90001,"33.973616, -118.24902",33.973616,-118.24902,3,Q3,No,0,1,Offer E,No,0,No,Yes,DSL,10,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,NaN,29.85,0,0,0,29.85,0,,,,0,NaN
4526-ZJJTM,1,Male,31,NaN,No,No,No,0,United States,California,Aptos,95003,"37.013471, -121.877877",37.013471,-121.877877,5,Q3,No,0,1,None,Yes,NaN,No,No,None,NaN,No,No,No,No,No,No,No,No,Month-to-Month,NaN,Credit Card,21.1,21.1,0,0,18.81,NaN,0,,,,0,21.1
0093-EXYQL,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Newport Beach,92661,"33.601309, -117.902304",33.601309,-117.902304,4,Q3,No,0,47,Offer B,Yes,36.78,No,Yes,DSL,25,Yes,Yes,NaN,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,86.95,4138.9,0,NaN,1728.66,5867.56,0,,,,0,86.95
0337-CNPZE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Yorkville,95494,"38.888351, -123.239647",38.888351,-123.239647,1,Q3,No,NaN,1,Offer E,No,0,No,Yes,DSL,22,No,No,NaN,No,No,Yes,Yes,Yes,Month-to-Month,No,Mailed Check,35.05,35.05,0,0,0,35.05,1,,,,1,35.05
8382-SHQEH,1,Male,68,NaN,Yes,NaN,No,0,United States,California,Castroville,95012,"36.784481, -121.759054",36.784481,-121.759054,3,Q3,No,0,63,None,Yes,26.11,Yes,Yes,NaN,20,Yes,Yes,Yes,No,Yes,Yes,NaN,Yes,Month-to-Month,NaN,Bank Withdrawal,109.4,7031.45,NaN,0,1644.93,8676.38,0,,,,0,109.4
3482-ABPKK,1,Male,27,Yes,No,Yes,No,NaN,United States,California,Albany,94706,"37.890274, -122.295192",37.890274,-122.295192,2,NaN,Yes,1,14,None,Yes,21.3,Yes,Yes,Fiber Optic,42,No,No,No,No,No,Yes,Yes,NaN,Month-to-Month,Yes,Bank Withdrawal,85.15,1139.2,38.48,0,298.2,NaN,2,,,,2,85.15
1406-PUQVY,1,NaN,43,No,No,Yes,No,NaN,United States,California,Ventura,93003,"34.279221, -119.221437",34.279221,-119.221437,3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,,,,0,NaN
6303-KFWSL,1,NaN,32,NaN,NaN,Yes,No,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,Yes,4,71,None,NaN,15.12,Yes,Yes,DSL,30,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,84.2,5956.85,0,0,1073.52,7030.37,0,,,,0,84.2
8947-YRTDV,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,NaN,91773,"34.102119, -117.815532",34.102119,-117.815532,2,Q3,Yes,6,52,None,Yes,10.59,Yes,Yes,Fiber Optic,48,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.05,5624.85,NaN,0,550.68,6147.93,5,,,,5,105.05
9000-PLFUZ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,NaN,91321,"34.370378, -118.504118",34.370378,-118.504118,5,NaN,No,0,59,Offer B,Yes,48.12,NaN,Yes,Fiber Optic,51,No,Yes,Yes,NaN,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,111.35,6519.75,0,NaN,NaN,9358.83,0,,,,0,111.35
9617-UDPEU,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,United States,California,Palm Springs,92262,"33.839989, -116.659215",33.839989,NaN,3,Q3,Yes,2,12,None,Yes,25.33,No,No,NaN,0,No,No,No,No,No,No,NaN,No,NaN,Yes,Bank Withdrawal,19.2,239,45.46,0,303.96,497.5,0,,,,0,19.2
5656-JAMLX,1,Female,45,NaN,No,No,No,NaN,United States,California,Clements,95227,"38.227285, -121.02789",38.227285,-121.02789,1,Q3,NaN,0,1,Offer E,Yes,20.23,NaN,Yes,NaN,17,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,100.25,100.25,NaN,0,20.23,120.48,5,,,,5,100.25
6345-ULYRW,1,Male,47,No,No,Yes,No,0,United States,NaN,Santa Cruz,95060,"36.993451, -122.098858",36.993451,-122.098858,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,,,,2,NaN
3400-ESFUW,1,Male,47,No,No,Yes,No,NaN,United States,California,Herlong,96113,"40.198234, -120.18089",40.198234,-120.18089,NaN,Q3,Yes,1,62,Offer B,Yes,NaN,No,NaN,Cable,15,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,60.15,3753.2,0,0,2089.4,5842.6,0,,,,0,60.15
4923-ADWXJ,1,NaN,59,No,No,No,No,0,United States,California,Los Angeles,NaN,"34.003553, -118.308933",34.003553,-118.308933,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,,,,1,NaN
6650-VJONK,1,Male,77,No,Yes,Yes,No,NaN,United States,California,Downey,90240,"33.956228, -118.120993",NaN,-118.120993,1,Q3,NaN,0,10,Offer D,Yes,6.01,Yes,Yes,Fiber Optic,27,No,No,No,No,No,Yes,No,Yes,NaN,No,Bank Withdrawal,85.55,NaN,0,0,60.1,NaN,3,,,,3,85.55
